"","StartDate","EndDate","IPAddress","Duration","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","ProlificID","Gender","Education","Salary","AIKnowledge","UsedAI","TimeEnergy","SimilarTasks","EnhanceHurt","Attention","Comments","Submission.id","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Employment.sector","Age","Sex","Ethnicity","Country.of.birth","Country.of.residence","Language","Student.status","Employment.status"
"433","04/16/2023 17:10","04/16/2023 17:12","204.210.186.183",130,"04/16/2023 17:12","R_1prpzgNy4wb1oz8",41.127,-80.6321,"63cd12b74ea95df1351d546d","Female","Some College","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Cannot perform any tasks","detract","Compose an email","","643c805d1c4f8c41040a2f5b","2023-04-16T23:10:26.997000Z","2023-04-16T23:12:40.611000Z","2023-04-16T23:12:41.057000","2023-04-16T23:12:40.990958Z",134,"CE3DWF28",441,"Medicine","56","Female","Black","United States","United States","English","No","Part-Time"
"434","04/16/2023 17:11","04/16/2023 17:13","73.1.18.98",146,"04/16/2023 17:13","R_bpZGX3yF6m3Kpl7",25.7689,-80.1946,"5a21f078a7788f000144aa76","Female","Bachelor’s Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643c809b4cfea5f0dc992a3f","2023-04-16T23:11:26.178000Z","2023-04-16T23:13:55.628000Z","2023-04-16T23:13:56.106000","2023-04-16T23:13:56.040537Z",150,"CE3DWF28",1248,"Medicine","50","Female","White","United States","United States","English","No","Full-Time"
"435","04/16/2023 17:17","04/16/2023 17:20","174.97.185.217",202,"04/16/2023 17:20","R_2wh0wVK0MYehK9D",44.482,-88.0185,"63f796a016e377d12cff50f1","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643c81fa387fec0f0e65d537","2023-04-16T23:17:18.537000Z","2023-04-16T23:20:44.642000Z","2023-04-16T23:20:45.135000","2023-04-16T23:20:45.061162Z",207,"CE3DWF28",182,"Medicine","40","Female","White","United States","United States","English","No","Full-Time"
"436","04/16/2023 17:25","04/16/2023 17:26","76.97.60.23",104,"04/16/2023 17:26","R_3Eh61D2vK7pmupJ",33.878,-83.8923,"5815767b0643a600016f0e72","Female","Some College","$25,001 - $50,000","Somewhat familiar (heard of AI but have no knowledge of it)","Yes","little time","Can perform only a few tasks","enhance","Compose an email","","643c83ca39f8bdd9a3aa4e90","2023-04-16T23:25:03.506000Z","2023-04-16T23:26:55.484000Z","2023-04-16T23:26:56.630000","2023-04-16T23:26:56.559948Z",112,"CE3DWF28",598,"Medicine","51","Female","White","United States","United States","English","No","DATA_EXPIRED"
"437","04/16/2023 17:26","04/16/2023 17:27","73.247.85.5",58,"04/16/2023 17:27","R_2SdlZvw9zrlODvL",41.7688,-88.1425,"60981917c1a37f54babb349e","Male","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643c841da1158251862f293c","2023-04-16T23:26:24.104000Z","2023-04-16T23:27:26.698000Z","2023-04-16T23:27:27.124000","2023-04-16T23:27:27.060293Z",63,"CE3DWF28",137,"Medicine","23","Male","Asian","India","United States","Telugu","Yes","Other"
"438","04/16/2023 17:28","04/16/2023 17:30","68.36.15.232",119,"04/16/2023 17:30","R_3hyJuwpxBNYYSmw",42.2385,-83.1783,"61036f0a450296dffe990102","Female","Bachelor’s Degree","$75,001 - $100,000","Very familiar (up to date with AI trends and developments)","Yes","no time","Can perform only a few tasks","detract","Compose an email","none.","643c847ce770e22af5713beb","2023-04-16T23:28:43.885000Z","2023-04-16T23:30:46.761000Z","2023-04-16T23:30:47.165000","2023-04-16T23:30:47.109625Z",123,"CE3DWF28",282,"Medicine","25","Female","Asian","United States","United States","Urdu","Yes","Full-Time"
"439","04/16/2023 17:36","04/16/2023 17:37","74.83.81.162",54,"04/16/2023 17:37","R_qyh1k7AswRk8CY1",39.1059,-84.5047,"5c1827dbebe9950001752e40","Male","Graduate Degree","$100,000+","Somewhat familiar (heard of AI but have no knowledge of it)","No","some time","Can perform many tasks","enhance","Compose an email","","643c8683b8db4e685720a33a","2023-04-16T23:36:38.467000Z","2023-04-16T23:37:37.374000Z","2023-04-16T23:37:37.780000","2023-04-16T23:37:37.715848Z",59,"CE3DWF28",2082,"Medicine","31","Male","White","United States","United States","English","No","Full-Time"
"440","04/16/2023 17:37","04/16/2023 17:39","73.46.173.180",79,"04/16/2023 17:39","R_VJNN40i8TeDY7wl",26.125,-80.267,"63b884f276e5f11731241412","Female","Bachelor’s Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643c86c83a687a8ab865d4fd","2023-04-16T23:37:49.292000Z","2023-04-16T23:39:17.089000Z","2023-04-16T23:39:17.604000","2023-04-16T23:39:17.525021Z",88,"CE3DWF28",636,"Medicine","48","Female","White","United States","United States","English","No","Full-Time"
"441","04/16/2023 17:38","04/16/2023 17:40","165.23.67.70",117,"04/16/2023 17:40","R_dgPC1y1yS7buXtL",43.5235,-96.7385,"5f4ffd23a448d714fa6685e1","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","no time","Cannot perform any tasks","detract","Compose an email","","643c86f1cab67450cae3129e","2023-04-16T23:38:27.975000Z","2023-04-16T23:40:29.355000Z","2023-04-16T23:40:29.874000","2023-04-16T23:40:29.810537Z",122,"CE3DWF28",787,"Medicine","38","Female","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"442","04/16/2023 17:41","04/16/2023 17:43","71.65.112.140",126,"04/16/2023 17:43","R_12Pb4Es0RSXYI3i",39.4751,-84.4612,"63dafeda84d9a5e684adb6be","Female","Some College","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","detract","Compose an email","","643c87891569ec28a0672cfe","2023-04-16T23:41:02.767000Z","2023-04-16T23:43:16.750000Z","2023-04-16T23:43:17.263000","2023-04-16T23:43:17.150757Z",134,"CE3DWF28",353,"Medicine","38","Female","White","United States","United States","English","No","Full-Time"
"443","04/16/2023 17:41","04/16/2023 17:44","108.45.24.212",148,"04/16/2023 17:44","R_Q6pdURmxN5jopPP",39.1585,-77.0837,"60fce31d926b2ab20551bb0b","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643c87b594abf815f151c489","2023-04-16T23:41:44.725000Z","2023-04-16T23:44:18.085000Z","2023-04-16T23:44:31.400000Z","2023-04-16T23:44:32.309392Z",154,"CE3DWF28",2825,"Medicine","28","Female","White","United States","United States","English","No","Full-Time"
"444","04/16/2023 17:43","04/16/2023 17:44","24.112.19.95",92,"04/16/2023 17:44","R_OqkQv2uw9EwFiGl",35.3868,-96.9331,"6432c05f30cae54d560ad3ab","Female","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Predict a future weather event","","643c8813d34f1b3569e312d5","2023-04-16T23:43:19.673000Z","2023-04-16T23:44:57.727000Z","2023-04-16T23:45:05.782000","2023-04-16T23:45:05.794228Z",99,"CE3DWF28",26,"Medicine","53","Female","White","United States","United States","English","Yes","Full-Time"
"445","04/16/2023 17:46","04/16/2023 17:46","96.32.37.157",45,"04/16/2023 17:46","R_1M4VjnFiteMdLFz",41.8872,-72.1436,"5ea8154dcfd4dd20473ed88e","Male","Bachelor’s Degree","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643c88bced359be135dc45b9","2023-04-16T23:46:10.953000Z","2023-04-16T23:47:02.428000Z","2023-04-16T23:47:02.917000","2023-04-16T23:47:02.834969Z",52,"CE3DWF28",3810,"Medicine","29","Male","White","United States","United States","English","No","Full-Time"
"446","04/16/2023 17:48","04/16/2023 17:48","74.83.118.220",49,"04/16/2023 17:48","R_30vhZvxUAuXd9HG",39.336,-84.3126,"572b6ced3ab9df0008b9ad52","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","neither","Compose an email","","643c892fb497901b7993d8ab","2023-04-16T23:48:01.980000Z","2023-04-16T23:48:55.728000Z","2023-04-16T23:49:01.826000Z","2023-04-16T23:49:07.431325Z",54,"CE3DWF28",1429,"Medicine","31","Female","White","United States","United States","English","Yes","Full-Time"
"447","04/16/2023 17:53","04/16/2023 17:55","149.75.122.103",98,"04/16/2023 17:55","R_1CsD9awEPquRftc",37.9668,-87.4912,"628e3768a418a3b5d079e097","Male","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","neutral","Can perform only a few tasks","neither","Compose an email","","643c8a7ea8e5828c390a2f4c","2023-04-16T23:53:39.576000Z","2023-04-16T23:55:24.335000Z","2023-04-16T23:55:24.760000","2023-04-16T23:55:24.684370Z",105,"CE3DWF28",1937,"Medicine","27","Male","White","United States","United States","English","No","Full-Time"
"448","04/16/2023 17:56","04/16/2023 18:06","107.115.5.112",599,"04/16/2023 18:06","R_3O6TbTMHjvYUjyu",29.7646,-95.3657,"6167206f242b144689a752d3","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643c8b284da33d23aee3e08e","2023-04-16T23:56:27.941000Z","2023-04-17T00:06:32.531000Z","2023-04-17T00:06:34.059000","2023-04-17T00:06:32.873864Z",605,"CE3DWF28",2012,"Medicine","23","Female","Other","United States","United States","English","Yes","Full-Time"
"449","04/16/2023 17:40","04/16/2023 18:06","107.77.233.9",1560,"04/16/2023 18:06","R_1Ca0djYtgSxhSou",37.751,-97.822,"62bb2aab9ab9a9f782859359","Female","Graduate Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","detract","Compose an email","","643c876f1569ec28a0672cfa","2023-04-16T23:40:33.665000Z","2023-04-17T00:06:40.480000Z","2023-04-17T00:06:40.962000","2023-04-17T00:06:40.877621Z",1567,"CE3DWF28",1195,"Medicine","29","Female","White","United States","United States","English","Yes","Full-Time"
"450","04/16/2023 18:05","04/16/2023 18:06","174.199.41.212",66,"04/16/2023 18:06","R_3s1t5vNXVhIeNiv",44.9752,-93.2612,"5e0047b3a99550c62bda2dd6","Female","Some College","$0 - $25,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643c8d5473bb22d5bd173724","2023-04-17T00:05:43.631000Z","2023-04-17T00:06:57.699000Z","2023-04-17T00:06:58.163000Z","2023-04-17T00:06:59.947181Z",75,"CE3DWF28",2489,"Medicine","37","Female","White","United States","United States","English","Yes","Full-Time"
"451","04/16/2023 18:07","04/16/2023 18:09","162.239.174.255",117,"04/16/2023 18:09","R_1kHW5TI9PLzOqST",43.0742,-87.9149,"6112925437a4309649bb14db","Female","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","no time","Cannot perform any tasks","neither","Compose an email","","643c8dda178d4554261974c6","2023-04-17T00:07:56.783000Z","2023-04-17T00:10:00.114000Z","2023-04-17T00:10:00.847000","2023-04-17T00:10:00.756206Z",124,"CE3DWF28",982,"Medicine","23","Female","White","United States","United States","English","Yes","Other"
"452","04/16/2023 18:14","04/16/2023 18:18","73.207.242.40",252,"04/16/2023 18:18","R_WCeTbuUtibjlHDX",33.9837,-84.1487,"5f86c71cc9ccdd0159e0668d","Female","Some College","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643c8f57f6f9270698e6d611","2023-04-17T00:14:20.561000Z","2023-04-17T00:18:59.295000Z","2023-04-17T00:19:04.986000","2023-04-17T00:19:04.925036Z",279,"CE3DWF28",1235,"Medicine","41","Female","Black","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"453","04/16/2023 18:17","04/16/2023 18:19","73.240.194.30",81,"04/16/2023 18:19","R_26nm1zsStIwUqDb",45.5397,-122.9638,"5e1a94c4913e523023aed941","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643c9021cd27ef123751227a","2023-04-17T00:17:41.356000Z","2023-04-17T00:19:08.675000Z","2023-04-17T00:19:09.151000","2023-04-17T00:19:09.079824Z",88,"CE3DWF28",1058,"Medicine","21","Female","White","United States","United States","English","Yes","Part-Time"
"454","04/16/2023 18:16","04/16/2023 18:19","108.44.45.38",154,"04/16/2023 18:19","R_RCVq1gUWFTspCaB",42.62,-73.8343,"5bb3830499d3d900017ad3d2","Male","Some College","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Compose an email","I work as a home health aide, nly thing I can see it doing is reminders like alexa.","643c8fe61bd2364f4c96d52e","2023-04-17T00:16:41.278000Z","2023-04-17T00:19:20.635000Z","2023-04-17T00:19:21.125000","2023-04-17T00:19:21.056774Z",160,"CE3DWF28",708,"Medicine","30","Male","White","United States","United States","English","No","DATA_EXPIRED"
"455","04/16/2023 18:23","04/16/2023 18:24","67.4.237.36",59,"04/16/2023 18:24","R_eXLFGjAcUfKcBlT",45.0196,-93.2402,"60b575de24d596147b9b1e40","Female","Bachelor’s Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","I Don't Know","some time","Can perform only a few tasks","neither","Compose an email","","643c91638e3119e3127973c4","2023-04-17T00:23:02.109000Z","2023-04-17T00:24:05.676000Z","2023-04-17T00:24:06.138000","2023-04-17T00:24:06.073281Z",64,"CE3DWF28",1216,"Medicine","32","Female","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"456","04/16/2023 18:25","04/16/2023 18:27","107.131.103.199",73,"04/16/2023 18:27","R_25WJ2YYWvGBqW7h",32.8684,-96.9384,"63c37c622ccadf34fd12e3e4","Male","Bachelor’s Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643c920c2ae5d9bb1a96d51a","2023-04-17T00:25:52.202000Z","2023-04-17T00:27:08.923000Z","2023-04-17T00:27:09.395000","2023-04-17T00:27:09.321203Z",77,"CE3DWF28",413,"Medicine","23","Male","White","United States","United States","English","No","Full-Time"
"457","04/16/2023 18:31","04/16/2023 18:32","73.119.13.184",60,"04/16/2023 18:32","R_uqUHlY65vaI9t2p",42.2903,-71.0798,"5f4af15a0add63150e16e55a","Male","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","enhance","Compose an email","","643c935fa87edf378d93d8f8","2023-04-17T00:31:30.579000Z","2023-04-17T00:32:35.273000Z","2023-04-17T00:32:35.784000","2023-04-17T00:32:35.691340Z",65,"CE3DWF28",3695,"Medicine","37","Male","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"458","04/16/2023 18:31","04/16/2023 18:33","73.236.92.159",81,"04/16/2023 18:33","R_YQd4SxUvJDyeU8x",40.809,-79.5189,"60fdccc0d8f52dec7a93653b","Female","Bachelor’s Degree","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","neither","Compose an email","Na","643c937723a97923b8e3e033","2023-04-17T00:31:54.425000Z","2023-04-17T00:33:21.482000Z","2023-04-17T00:33:22.013000","2023-04-17T00:33:21.933542Z",88,"CE3DWF28",1685,"Medicine","38","Female","White","United States","United States","English","No","Full-Time"
"459","04/16/2023 18:33","04/16/2023 18:34","68.200.226.97",40,"04/16/2023 18:34","R_2YrkA2TdRoEXTOO",27.9032,-82.2911,"63b75b75d69b669e44d7f318","Male","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643c93c9c3565f77a7aa4e6f","2023-04-17T00:33:18.615000Z","2023-04-17T00:34:04.210000Z","2023-04-17T00:34:04.675000","2023-04-17T00:34:04.578150Z",46,"CE3DWF28",797,"Medicine","27","Male","Asian","United States","United States","English","No","Full-Time"
"460","04/16/2023 18:32","04/16/2023 18:36","66.61.13.70",225,"04/16/2023 18:36","R_3JgbEvGSbMcm5Bz",41.802,-81.0561,"642f61481e01b1f9e29cff4b","Female","Some College","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643c93afa87edf378d93d8ff","2023-04-17T00:32:52.095000Z","2023-04-17T00:36:42.939000Z","2023-04-17T00:36:43.415000","2023-04-17T00:36:43.348407Z",231,"CE3DWF28",81,"Medicine","56","Female","White","United States","United States","English","No","Full-Time"
"461","04/16/2023 18:39","04/16/2023 18:40","96.241.194.131",77,"04/16/2023 18:40","R_24MWVB6nTflGKuC",39.0157,-77.0085,"5ed9df4296035b58dce21946","Female","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643c95346949e60d6f24e03b","2023-04-17T00:39:19.892000Z","2023-04-17T00:40:41.135000Z","2023-04-17T00:40:48.768000Z","2023-04-17T00:40:54.876894Z",82,"CE3DWF28",1870,"Medicine","26","Female","Asian","India","United States","English","Yes","Part-Time"
"462","04/16/2023 18:45","04/16/2023 18:47","108.69.83.60",141,"04/16/2023 18:47","R_3hoxBU2JLVObOrL",41.8482,-87.6521,"5b4983840753d30001db8ab3","Female","Graduate Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","neutral","Can perform many tasks","neither","Compose an email","","643c9691aef02635385c3f8e","2023-04-17T00:45:08.704000Z","2023-04-17T00:47:38.820000Z","2023-04-17T00:47:39.647000","2023-04-17T00:47:39.575343Z",151,"CE3DWF28",2321,"Medicine","35","Female","White","United States","United States","English","No","Part-Time"
"463","04/16/2023 18:48","04/16/2023 18:51","67.44.208.82",193,"04/16/2023 18:51","R_27JeZXQszeCFtqd",36.1671,-86.7861,"6278038e3c9ead31c9a91a09","Female","Some College","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","No","lot of time","Can perform only a few tasks","enhance","Compose an email","","643c973607b8dfc61265d52a","2023-04-17T00:48:06.151000Z","2023-04-17T00:51:47.772000Z","2023-04-17T00:51:48.231000","2023-04-17T00:51:48.146144Z",222,"CE3DWF28",2119,"Medicine","37","Female","White","United States","United States","English","No","Full-Time"
"464","04/16/2023 18:53","04/16/2023 18:54","72.195.185.240",99,"04/16/2023 18:54","R_2tniZgLqayU1bnk",32.4599,-83.7244,"5a639a04c0d836000107b977","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643c986afeaa4e58449a0665","2023-04-17T00:53:00.533000Z","2023-04-17T00:54:44.161000Z","2023-04-17T00:54:44.659000","2023-04-17T00:54:44.588832Z",104,"CE3DWF28",429,"Medicine","40","Female","Black","United States","United States","English","No","Full-Time"
"465","04/16/2023 18:54","04/16/2023 18:55","73.193.159.133",75,"04/16/2023 18:55","R_1DRLKmz4hpZBLdX",39.53,-74.4902,"5df5888b61b48a3dd970d282","Male","Graduate Degree","$100,000+","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","None.","643c98a6415b7e346570c797","2023-04-17T00:54:02.204000Z","2023-04-17T00:55:22.104000Z","2023-04-17T00:55:22.518000","2023-04-17T00:55:22.448970Z",80,"CE3DWF28",1171,"Medicine","40","Male","White","United States","United States","English","No","Full-Time"
"466","04/16/2023 18:58","04/16/2023 18:59","73.103.27.250",84,"04/16/2023 18:59","R_PY9VEJI9FmiNBhT",40.399,-86.8575,"60fcf6aa160c78cf5711fd49","Female","Bachelor’s Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643c9996ef0840ac6a478910","2023-04-17T00:58:02.450000Z","2023-04-17T00:59:31.748000Z","2023-04-17T00:59:32.225000","2023-04-17T00:59:32.152568Z",90,"CE3DWF28",501,"Medicine","28","Female","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"467","04/16/2023 19:00","04/16/2023 19:02","73.223.35.51",110,"04/16/2023 19:02","R_2rSCecAQOiL86vp",37.6873,-121.8957,"5eba18339a2fbf14ca992775","Female","Bachelor’s Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643c9a324b745c0fd4955857","2023-04-17T01:00:37.561000Z","2023-04-17T01:02:31.495000Z","2023-04-17T01:02:31.933000","2023-04-17T01:02:31.855351Z",114,"CE3DWF28",1564,"Medicine","25","Female","Asian","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"468","04/16/2023 18:54","04/16/2023 19:03","76.152.227.106",519,"04/16/2023 19:03","R_3PKWektvRrkvri1",41.3186,-72.9302,"5d5b0dd7c032a2001ad7cf5d","Male","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","neither","Compose an email","None","643c98cfe97dff1044512207","2023-04-17T00:54:41.896000Z","2023-04-17T01:03:27.332000Z","2023-04-17T01:03:27.794000","2023-04-17T01:03:27.719743Z",526,"CE3DWF28",3910,"Medicine","36","Male","Black","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"469","04/16/2023 19:15","04/16/2023 19:17","98.39.185.239",95,"04/16/2023 19:17","R_31bKSslc9pAAOIR",29.7646,-95.3657,"60fef0f40629e4b5119b306b","Female","High School","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","No","lot of time","Can perform only a few tasks","enhance","Compose an email","","643c9dbe374714519970c7b5","2023-04-17T01:15:46.545000Z","2023-04-17T01:17:27.935000Z","2023-04-17T01:17:28.414000","2023-04-17T01:17:28.344267Z",102,"CE3DWF28",1049,"Medicine","22","Female","White","United States","United States","English","No","Full-Time"
"470","04/16/2023 19:21","04/16/2023 19:23","70.251.209.7",103,"04/16/2023 19:23","R_2rwPAJCP9OwsXvp",33.8019,-84.3861,"5effd81810c0620ca6f3fa17","Female","Graduate Degree","$100,000+","Somewhat familiar (heard of AI but have no knowledge of it)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643c9f0f4b745c0fd49558b2","2023-04-17T01:21:21.738000Z","2023-04-17T01:23:10.123000Z","2023-04-17T01:23:11.223000","2023-04-17T01:23:11.156007Z",109,"CE3DWF28",330,"Medicine","28","Female","White","United States","United States","English","No","Full-Time"
"471","04/16/2023 19:25","04/16/2023 19:26","24.193.69.182",72,"04/16/2023 19:26","R_3PMP8LIg3cmDkiz",40.695,-73.791,"5cd8aebb5df66e0001d572c4","Female","Bachelor’s Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform many tasks","detract","Compose an email","","643c9ff5a0cccfb1b860e3fb","2023-04-17T01:25:13.134000Z","2023-04-17T01:26:36.655000Z","2023-04-17T01:26:37.061000","2023-04-17T01:26:36.989961Z",84,"CE3DWF28",2503,"Medicine","29","Female","Asian","United States","United States","English","No","Full-Time"
"472","04/16/2023 19:31","04/16/2023 19:33","73.180.98.231",113,"04/16/2023 19:33","R_2YDhGmMrOmZqgLA",32.7147,-79.9526,"632fa9e40fa5b8393ed87659","Female","Bachelor’s Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643ca187bc6c6aac55dc45a5","2023-04-17T01:31:55.189000Z","2023-04-17T01:33:52.982000Z","2023-04-17T01:33:54.690000","2023-04-17T01:33:54.692392Z",118,"CE3DWF28",1297,"Medicine","60","Female","White","United States","United States","English","No","Full-Time"
"473","04/16/2023 19:32","04/16/2023 19:34","72.189.139.178",74,"04/16/2023 19:34","R_28O4HRrHA7FtBrI",28.5274,-81.6012,"5e29d24605043a02e9043472","Female","Bachelor’s Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643ca1c3de0ea23397e9059a","2023-04-17T01:32:56.053000Z","2023-04-17T01:34:14.799000Z","2023-04-17T01:34:42.986000","2023-04-17T01:34:42.919455Z",79,"CE3DWF28",4346,"Medicine","45","Female","White","United States","United States","English","No","Full-Time"
"474","04/16/2023 19:33","04/16/2023 19:34","173.79.39.147",76,"04/16/2023 19:34","R_3e9mLleNvrRlp8p",38.7493,-77.4719,"5e9a02d2eca3c3081ae74f1e","Male","Bachelor’s Degree","$100,000+","Very familiar (up to date with AI trends and developments)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643ca1cb90efaf4dbb853269","2023-04-17T01:33:01.509000Z","2023-04-17T01:34:22.649000Z","2023-04-17T01:34:24.196000","2023-04-17T01:34:24.131902Z",82,"CE3DWF28",1499,"Medicine","31","Male","Asian","United States","United States","Khmer","Yes","Full-Time"
"475","04/16/2023 19:42","04/16/2023 19:43","71.230.87.184",65,"04/16/2023 19:43","R_3puqGLvVeBAWdlS",39.9486,-75.2339,"61117b4c38d1dddbae6511da","Female","Bachelor’s Degree","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643ca3e5095ed76b061736fb","2023-04-17T01:42:01.239000Z","2023-04-17T01:43:09.996000Z","2023-04-17T01:43:10.784000","2023-04-17T01:43:10.402745Z",69,"CE3DWF28",302,"Medicine","23","Female","White","United States","United States","English","Yes","Other"
"476","04/16/2023 19:43","04/16/2023 19:45","96.224.87.53",130,"04/16/2023 19:45","R_aXgiljZmJ14QYAp",40.8518,-73.8705,"5eee3a583a975d29fd3e6f38","Female","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643ca43033f9eb634696d510","2023-04-17T01:43:16.494000Z","2023-04-17T01:45:30.169000Z","2023-04-17T01:45:31.811000","2023-04-17T01:45:30.588855Z",134,"CE3DWF28",1394,"Medicine","28","Female","Asian","United States","United States","Chinese","No","Full-Time"
"477","04/16/2023 19:44","04/16/2023 19:45","47.44.190.67",68,"04/16/2023 19:45","R_20N9Rc46x1pMCtD",47.0046,-120.5068,"58d3edd4ad1e550001c5d45c","Male","Graduate Degree","$100,000+","Very familiar (up to date with AI trends and developments)","Yes","neutral","Can perform only a few tasks","enhance","Compose an email","","643ca4891ef823b25b7973d0","2023-04-17T01:44:44.965000Z","2023-04-17T01:45:57.960000Z","2023-04-17T01:45:58.742000","2023-04-17T01:45:58.672112Z",73,"CE3DWF28",1673,"Medicine","34","Male","White","United States","United States","English","No","Full-Time"
"478","04/16/2023 19:46","04/16/2023 19:47","73.94.72.168",96,"04/16/2023 19:47","R_3PAk1sRErSqFCyb",45.0196,-93.2402,"5f405adcda0ade19c87826bd","Female","Graduate Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","No","some time","Can perform many tasks","enhance","Compose an email","","643ca4d956bdefa1fed976b7","2023-04-17T01:46:08.702000Z","2023-04-17T01:47:48.766000Z","2023-04-17T01:47:49.272000","2023-04-17T01:47:49.197167Z",101,"CE3DWF28",2525,"Medicine","33","Female","White","United States","United States","English","No","Full-Time"
